OCEAN	REGION1	REGION	POP	ESTUARY	SITE	SAMPLE_ID	LAT	LONG	SEX	WEIGHT	SL	TL	YEAR	MONTH	DAY	FIELD_ID	SAMPLER	COUNTRY	STATE	MAJORAREA	MINORBAY	STATION	SHALLOWDEPTH	DEEPWATERDEPTH	TEMP	DO	SALINITY	TURBIDITY
ATL	MATL	MATL	SC	CharlestonHarbor	AshleyRiver	Ple-00047	32.81	-79.97	U		220	274	1998				SC DNR	USA	SC									
ATL	MATL	MATL	SC	CharlestonHarbor	AshleyRiver	Ple-00053	32.81	-79.97	U		355	430	1998				SC DNR	USA	SC									
ATL	MATL	MATL	SC	CharlestonHarbor	AshleyRiver	Ple-00058	32.8	-79.97	U		284	347	1998				SC DNR	USA	SC									
ATL	MATL	MATL	SC	CharlestonHarbor	AshleyRiver	Ple-00073	32.83	-79.98	U		181	239	1998				SC DNR	USA	SC									
ATL	MATL	MATL	SC	CharlestonHarbor	AshleyRiver	Ple-00194	32.83	-80.02	U		405	484	1998				SC DNR	USA	SC									
ATL	MATL	MATL	SC	CharlestonHarbor	AshleyRiver	Ple-00218	32.81	-79.96	U		150	190	1998				SC DNR	USA	SC									
ATL	MATL	MATL	SC	CharlestonHarbor	AshleyRiver	Ple-01254	32.81	-79.96	U	791		390	2013				SC DNR	USA	SC									
ATL	MATL	MATL	SC	CharlestonHarbor	AshleyRiver	Ple-01287	32.81	-79.96	U	363		321	2013				SC DNR	USA	SC									
ATL	MATL	MATL	SC	CharlestonHarbor	AshleyRiver	Ple-01646	32.83	-80	U	35	124	152	2013				SC DNR	USA	SC									
ATL	MATL	MATL	SC	CharlestonHarbor	AshleyRiver	Ple-01656	32.8	-79.97	U	182	210	258	2013				SC DNR	USA	SC									
ATL	MATL	MATL	SC	CharlestonHarbor	CharlestonHarbor	Ple-00013	32.77	-79.86	U		245	310	1998				SC DNR	USA	SC									
ATL	MATL	MATL	SC	CharlestonHarbor	CharlestonHarbor	Ple-00472	32.75	-79.9	U	966	377	454	2010				SC DNR	USA	SC									
ATL	MATL	MATL	SC	CharlestonHarbor	CharlestonHarbor	Ple-00617	32.76	-79.94	U	679	326	388	2010				SC DNR	USA	SC									
ATL	MATL	MATL	SC	CharlestonHarbor	CharlestonHarbor	Ple-00619	32.77	-79.86	U	225	223	274	2010				SC DNR	USA	SC									
ATL	MATL	MATL	SC	CharlestonHarbor	CharlestonHarbor	Ple-00764	32.75	-79.9	U		431	510	2011				SC DNR	USA	SC									
ATL	MATL	MATL	SC	CharlestonHarbor	CharlestonHarbor	Ple-01160	32.78	-79.92	U	579		368	2013				SC DNR	USA	SC									
ATL	MATL	MATL	SC	CharlestonHarbor	CharlestonHarbor	Ple-01166	32.78	-79.91	U	410		342	2013				SC DNR	USA	SC									
ATL	MATL	MATL	SC	CharlestonHarbor	CharlestonHarbor	Ple-01197	32.78	-79.88	U			428	2013				SC DNR	USA	SC									
ATL	MATL	MATL	SC	CharlestonHarbor	CharlestonHarbor	Ple-01356	32.76	-79.88	U	1323		476	2013				SC DNR	USA	SC									
ATL	MATL	MATL	SC	CharlestonHarbor	CharlestonHarbor	Ple-01774	32.76	-79.94	U	48	133	163	2015				SC DNR	USA	SC									
ATL	MATL	MATL	SC	CharlestonHarbor	CooperRiver	Ple-00597	32.98	-79.91	U	159	193	238	2010				SC DNR	USA	SC									
ATL	MATL	MATL	SC	CharlestonHarbor	CooperRiver	Ple-00598	32.97	-79.91	U	481	279	342	2010				SC DNR	USA	SC									
ATL	MATL	MATL	SC	CharlestonHarbor	CooperRiver	Ple-00599	32.98	-79.92	U	289	240	292	2010				SC DNR	USA	SC									
ATL	MATL	MATL	SC	CharlestonHarbor	CooperRiver	Ple-00675	32.98	-79.92	U	647	323	395	2010				SC DNR	USA	SC									
ATL	MATL	MATL	SC	CharlestonHarbor	CooperRiver	Ple-01817	32.91	-79.95	U		315	387	2015				SC DNR	USA	SC									
ATL	MATL	MATL	SC	CharlestonHarbor	CooperRiver	Ple-01830	32.83	-79.94	U	1304	402	486	2015				SC DNR	USA	SC									
ATL	MATL	MATL	SC	CharlestonHarbor	CooperRiver	Ple-01831	32.84	-79.95	U	908	349	426	2015				SC DNR	USA	SC									
ATL	MATL	MATL	SC	CharlestonHarbor	CooperRiver	Ple-01832	32.83	-79.94	U	882	357	432	2015				SC DNR	USA	SC									
ATL	MATL	MATL	SC	CharlestonHarbor	CooperRiver	Ple-01833	32.83	-79.94	U	464	291	352	2015				SC DNR	USA	SC									
ATL	MATL	MATL	SC	CharlestonHarbor	CooperRiver	Ple-01860	32.98	-79.91	U	1480	412	492	2015				SC DNR	USA	SC									
ATL	MATL	MATL	SC	CharlestonHarbor	IOPtoBullIsland	Ple-00509	32.8	-79.79	U		337	410	2010				SC DNR	USA	SC									
ATL	MATL	MATL	SC	CharlestonHarbor	IOPtoBullIsland	Ple-00521	32.82	-79.73	U		335	412	2010				SC DNR	USA	SC									
ATL	MATL	MATL	SC	CharlestonHarbor	IOPtoBullIsland	Ple-00522	32.82	-79.73	U		349	420	2010				SC DNR	USA	SC									
ATL	MATL	MATL	SC	CharlestonHarbor	IOPtoBullsIsland	Ple-00974	32.87	-79.65	U		283	343	2011				SC DNR	USA	SC									
ATL	MATL	MATL	SC	CharlestonHarbor	IOPtoBullsIsland	Ple-00975	32.87	-79.65	U		303	373	2011				SC DNR	USA	SC									
ATL	MATL	MATL	SC	CharlestonHarbor	IOPtoBullsIsland	Ple-00976	32.87	-79.65	U		292	352	2011				SC DNR	USA	SC									
ATL	MATL	MATL	SC	CharlestonHarbor	IOPtoBullsIsland	Ple-00977	32.87	-79.65	U		283	343	2011				SC DNR	USA	SC									
ATL	MATL	MATL	SC	CharlestonHarbor	IOPtoBullsIsland	Ple-00978	32.87	-79.65	U		337	407	2011				SC DNR	USA	SC									
ATL	MATL	MATL	SC	CharlestonHarbor	IOPtoBullsIsland	Ple-00979	32.87	-79.65	U		338	408	2011				SC DNR	USA	SC									
ATL	MATL	MATL	SC	CharlestonHarbor	IOPtoBullsIsland	Ple-00980	32.87	-79.65	U		322	383	2011				SC DNR	USA	SC									
ATL	MATL	MATL	SC	CharlestonHarbor	WandoRiver	Ple-00089	32.85	-79.89	U		237	293	1998				SC DNR	USA	SC									
ATL	MATL	MATL	SC	CharlestonHarbor	WandoRiver	Ple-00112	32.87	-79.86	U		207	259	1998				SC DNR	USA	SC									
ATL	MATL	MATL	SC	CharlestonHarbor	WandoRiver	Ple-00129	32.87	-79.86	U		265	325	1998				SC DNR	USA	SC									
ATL	MATL	MATL	SC	CharlestonHarbor	WandoRiver	Ple-00439	32.84	-79.89	U	607	318	385	2010				SC DNR	USA	SC									
ATL	MATL	MATL	SC	CharlestonHarbor	WandoRiver	Ple-00528	32.85	-79.89	U	776	336	414	2010				SC DNR	USA	SC									
ATL	MATL	MATL	SC	CharlestonHarbor	WandoRiver	Ple-00624	32.84	-79.89	U	1169	377	454	2010				SC DNR	USA	SC									
ATL	MATL	MATL	SC	CharlestonHarbor	WandoRiver	Ple-00724	32.84	-79.89	U	230	227	276	2011				SC DNR	USA	SC									
ATL	MATL	MATL	SC	CharlestonHarbor	WandoRiver	Ple-00846	32.84	-79.89	U	39	126	158	2011				SC DNR	USA	SC									
ATL	MATL	MATL	SC	CharlestonHarbor	WandoRiver	Ple-01615	32.85	-79.89	U	98	175	214	2013				SC DNR	USA	SC									
ATL	MATL	MATL	SC	CharlestonHarbor	WandoRiver	Ple-01682	32.85	-79.89	U	504	291	357	2015				SC DNR	USA	SC									
ATL	MATL	MATL	SC	SanteeRivers	CapeRomain	Ple-00530	33.02	-79.39	U	159	197	243	2010				SC DNR	USA	SC									
ATL	MATL	MATL	SC	SanteeRivers	CapeRomain	Ple-00808	33.04	-79.36	U	60	148	182	2011				SC DNR	USA	SC									
ATL	MATL	MATL	SC	SanteeRivers	CapeRomain	Ple-00938	33.02	-79.37	U	278	244	304	2011				SC DNR	USA	SC									
ATL	MATL	MATL	SC	SanteeRivers	CapeRomain	Ple-01136	33.02	-79.37	U	47		179	2013				SC DNR	USA	SC									
ATL	MATL	MATL	SC	SanteeRivers	CapeRomain	Ple-01321	33.06	-79.41	U	583		380	2013				SC DNR	USA	SC									
ATL	MATL	MATL	SC	SanteeRivers	CapeRomain	Ple-01416	33.07	-79.42	U	409	278	340	2013				SC DNR	USA	SC									
ATL	MATL	MATL	SC	SanteeRivers	CapeRomain	Ple-01533	33.02	-79.37	U	1126	381	460	2013				SC DNR	USA	SC									
ATL	MATL	MATL	SC	SanteeRivers	CapeRomain	Ple-01703	33.03	-79.38	U	192	222	272	2015				SC DNR	USA	SC									
ATL	MATL	MATL	SC	SanteeRivers	CapeRomain	Ple-01846	33.07	-79.42	U	816	338	407	2015				SC DNR	USA	SC									
ATL	MATL	MATL	SC	SanteeRivers	CapeRomain	Ple-01868	33.07	-79.42	U	1026	365	440	2015				SC DNR	USA	SC									
ATL	MATL	MATL	SC	StHelenSound	AceBasin	Ple-00178	32.52	-80.51	U		138	164	1998				SC DNR	USA	SC									
ATL	MATL	MATL	SC	StHelenSound	AceBasin	Ple-00646	32.51	-80.44	U	279	245	300	2010				SC DNR	USA	SC									
ATL	MATL	MATL	SC	StHelenSound	AceBasin	Ple-00807	32.51	-80.44	U	99	168	209	2011				SC DNR	USA	SC									
ATL	MATL	MATL	SC	StHelenSound	AceBasin	Ple-00841	32.5	-80.43	U	3620	427	511	2011				SC DNR	USA	SC									
ATL	MATL	MATL	SC	StHelenSound	AceBasin	Ple-00921	32.51	-80.44	U	464	284	347	2011				SC DNR	USA	SC									
ATL	MATL	MATL	SC	StHelenSound	AceBasin	Ple-01380	32.5	-80.43	U	220	232	281	2013				SC DNR	USA	SC									
ATL	MATL	MATL	SC	StHelenSound	AceBasin	Ple-01564	32.5	-80.43	U	166	202	248	2013				SC DNR	USA	SC									
ATL	MATL	MATL	SC	StHelenSound	AceBasin	Ple-01588	32.49	-80.42	U	690	318	388	2013				SC DNR	USA	SC									
ATL	MATL	MATL	SC	StHelenSound	AceBasin	Ple-01629	32.5	-80.45	U	848	342	415	2013				SC DNR	USA	SC									
ATL	MATL	MATL	SC	StHelenSound	AceBasin	Ple-01679	32.51	-80.41	U	117	178	223	2014				SC DNR	USA	SC									
ATL	MATL	MATL	SC	Stono-NorthEdistoRivers	StonoRiver	Ple-01193	32.67	-80	U			438	2013				SC DNR	USA	SC									
ATL	MATL	MATL	SC	Stono-NorthEdistoRivers	StonoRiver	Ple-01194	32.67	-80	U			416	2013				SC DNR	USA	SC									
ATL	MATL	MATL	SC	Stono-NorthEdistoRivers	StonoRiver	Ple-01195	32.67	-80	U			365	2013				SC DNR	USA	SC									
ATL	MATL	MATL	SC	Stono-NorthEdistoRivers	StonoRiver	Ple-01272	32.65	-80.02	U			465	2013				SC DNR	USA	SC									
ATL	MATL	MATL	SC	Stono-NorthEdistoRivers	StonoRiver	Ple-01275	32.65	-80.02	U			376	2013				SC DNR	USA	SC									
ATL	MATL	MATL	SC	Stono-NorthEdistoRivers	StonoRiver	Ple-01276	32.65	-80.02	U			441	2013				SC DNR	USA	SC									
ATL	MATL	MATL	SC	Stono-NorthEdistoRivers	StonoRiver	Ple-01385	32.63	-80.06	U		392	477	2013				SC DNR	USA	SC									
ATL	MATL	MATL	SC	Stono-NorthEdistoRivers	StonoRiver	Ple-01667	32.63	-80.31	U	83	164	198	2014				SC DNR	USA	SC									
ATL	MATL	MATL	SC	Stono-NorthEdistoRivers	StonoRiver	Ple-01668	32.63	-80.31	U	103	185	215	2014				SC DNR	USA	SC									
ATL	MATL	MATL	SC	Stono-NorthEdistoRivers	StonoRiver	Ple-01676	32.63	-80.31	U	145	210	250	2014				SC DNR	USA	SC									
ATL	MATL	MATL	SC	WinyahBay	Georgetown/GrandStrand	Ple-00449	33.2	-79.19	U	205	221	272	2010				SC DNR	USA	SC									
ATL	MATL	MATL	SC	WinyahBay	Georgetown/GrandStrand	Ple-00450	33.2	-79.19	U	160	198	246	2010				SC DNR	USA	SC									
ATL	MATL	MATL	SC	WinyahBay	Georgetown/GrandStrand	Ple-00451	33.2	-79.19	U	96	173	212	2010				SC DNR	USA	SC									
ATL	MATL	MATL	SC	WinyahBay	Georgetown/GrandStrand	Ple-00454	33.26	-79.25	U	72	155	192	2010				SC DNR	USA	SC									
ATL	MATL	MATL	SC	WinyahBay	Georgetown/GrandStrand	Ple-00455	33.29	-79.29	U	46	138	172	2010				SC DNR	USA	SC									
ATL	MATL	MATL	SC	WinyahBay	Georgetown/GrandStrand	Ple-00456	33.29	-79.29	U	44	134	168	2010				SC DNR	USA	SC									
ATL	MATL	MATL	SC	WinyahBay	Georgetown/GrandStrand	Ple-00593	33.21	-79.2	U	750	335	406	2010				SC DNR	USA	SC									
ATL	MATL	MATL	SC	WinyahBay	Georgetown/GrandStrand	Ple-00649	33.21	-79.21	U	216	223	273	2010				SC DNR	USA	SC									
ATL	MATL	MATL	SC	WinyahBay	Georgetown/GrandStrand	Ple-00650	33.21	-79.2	U	1094	375	455	2010				SC DNR	USA	SC									
ATL	MATL	MATL	SC	WinyahBay	Georgetown/GrandStrand	Ple-00673	33.24	-79.19	U	368	273	331	2010				SC DNR	USA	SC									
ATL	MATL	MATL	SC	WinyahBay	GrandStrand	Ple-01265	33.83	-78.64	U			370	2013				SC DNR	USA	SC									
ATL	MATL	MATL	SC	WinyahBay	GrandStrand	Ple-01268	33.83	-78.64	U			445	2013				SC DNR	USA	SC									
ATL	MATL	MATL	SC	WinyahBay	GrandStrand	Ple-01269	33.55	-79.03	U			592	2013				SC DNR	USA	SC									
ATL	MATL	MATL	SC	WinyahBay	GrandStrand	Ple-01497	33.83	-78.64	U		519	618	2013				SC DNR	USA	SC									
ATL	MATL	MATL	SC	WinyahBay	GrandStrand	Ple-01499	33.83	-78.64	U		479	571	2013				SC DNR	USA	SC									
ATL	MATL	MATL	SC	WinyahBay	GrandStrand	Ple-01814	33.55	-79.03	U		288	353	2015				SC DNR	USA	SC									
ATL	MATL	MATL	SC	WinyahBay	GrandStrand	Ple-01823	33.53	-79.03	U		370	452	2015				SC DNR	USA	SC									
ATL	MATL	MATL	SC	WinyahBay	GrandStrand	Ple-01883	33.83	-78.64	U		568	679	2015				SC DNR	USA	SC									
ATL	MATL	MATL	SC	WinyahBay	GrandStrand	Ple-01885	33.55	-79.03	U		327	396	2015				SC DNR	USA	SC									
ATL	MATL	MATL	SC	WinyahBay	WinyahBay	Ple-1004	33.22	-79.2	U	974	352	427	2011				SC DNR	USA	SC									
ATL	MATL	MATL	SC	WinyahBay	WinyahBay	Ple-01063	33.2	-79.2	U	76		192	2013				SC DNR	USA	SC									
ATL	MATL	MATL	SC	WinyahBay	WinyahBay	Ple-01094	33.21	-79.2	U	148		241	2013				SC DNR	USA	SC									
ATL	MATL	MATL	SC	WinyahBay	WinyahBay	Ple-01231	33.2	-79.21	U	1057		461	2013				SC DNR	USA	SC									
ATL	MATL	MATL	SC	WinyahBay	WinyahBay	Ple-01395	33.24	-79.19	U	191	212	262	2013				SC DNR	USA	SC									
ATL	MATL	MATL	SC	WinyahBay	WinyahBay	Ple-01577	33.28	-79.27	U	480	283	346	2013				SC DNR	USA	SC									
ATL	MATL	MATL	SC	WinyahBay	WinyahBay	Ple-01602	33.39	-79.24	U	96	178	218	2013				SC DNR	USA	SC									
ATL	MATL	MATL	SC	WinyahBay	WinyahBay	Ple-01715	33.21	-79.2	U	222	225	290	2015				SC DNR	USA	SC									
ATL	MATL	MATL	SC	WinyahBay	WinyahBay	Ple-01810	33.22	-79.2	U	590	296	360	2015				SC DNR	USA	SC									
ATL	MATL	MATL	SC	WinyahBay	WinyahBay	Ple-01850	33.21	-79.2	U	632	320	381	2015				SC DNR	USA	SC									
ATL	SWATL	SWATL	FLA	StJohnsRiver	JacksonvilleFL	FL-SF-2016-100	30	-81.4	U	56	135	170	2016			MJX1610327	"FL Fish & Wildlife/Russ Brodie, Matt Walker"	USA	FL									
ATL	SWATL	SWATL	FLA	StJohnsRiver	JacksonvilleFL	FL-SF-2016-101	30	-81.4	F	91.2	165	199	2016			MJX1610328	"FL Fish & Wildlife/Russ Brodie, Matt Walker"	USA	FL									
ATL	SWATL	SWATL	FLA	StJohnsRiver	JacksonvilleFL	FL-SF-2016-102	30	-81.4	U	17.4	103	123	2016			MJX1610329	"FL Fish & Wildlife/Russ Brodie, Matt Walker"	USA	FL									
ATL	SWATL	SWATL	FLA	StJohnsRiver	JacksonvilleFL	FL-SF-2016-103	30	-81.4	U	101.1	167	205	2016			MJX1610330	"FL Fish & Wildlife/Russ Brodie, Matt Walker"	USA	FL									
ATL	SWATL	SWATL	FLA	StJohnsRiver	JacksonvilleFL	FL-SF-2016-104	30	-81.4	F	78.2	156	176	2016			MJX1610331	"FL Fish & Wildlife/Russ Brodie, Matt Walker"	USA	FL									
ATL	SWATL	SWATL	FLA	StJohnsRiver	JacksonvilleFL	FL-SF-2016-74	30	-81.4	U	98.8	171	212	2016			MJX1610301	"FL Fish & Wildlife/Russ Brodie, Matt Walker"	USA	FL									
ATL	SWATL	SWATL	FLA	StJohnsRiver	JacksonvilleFL	FL-SF-2016-75	30	-81.4	U	43.9	133	179	2016			MJX1610302	"FL Fish & Wildlife/Russ Brodie, Matt Walker"	USA	FL									
ATL	SWATL	SWATL	FLA	StJohnsRiver	JacksonvilleFL	FL-SF-2016-76	30	-81.4	U	13.1	92	113	2016			MJX1610303	"FL Fish & Wildlife/Russ Brodie, Matt Walker"	USA	FL									
ATL	SWATL	SWATL	FLA	StJohnsRiver	JacksonvilleFL	FL-SF-2016-77	30	-81.4	U	20.3	104	27	2016			MJX1610304	"FL Fish & Wildlife/Russ Brodie, Matt Walker"	USA	FL									
ATL	SWATL	SWATL	FLA	StJohnsRiver	JacksonvilleFL	FL-SF-2016-78	30	-81.4	U	1.3	42	52	2016			MJX1610305	"FL Fish & Wildlife/Russ Brodie, Matt Walker"	USA	FL									
ATL	SWATL	SWATL	FLA	StJohnsRiver	JacksonvilleFL	FL-SF-2016-79	30	-81.4	U	10.6	82	101	2016			MJX1610306	"FL Fish & Wildlife/Russ Brodie, Matt Walker"	USA	FL									
ATL	SWATL	SWATL	FLA	StJohnsRiver	JacksonvilleFL	FL-SF-2016-80	30	-81.4	U	118.3	177	220	2016			MJX1610307	"FL Fish & Wildlife/Russ Brodie, Matt Walker"	USA	FL									
ATL	SWATL	SWATL	FLA	StJohnsRiver	JacksonvilleFL	FL-SF-2016-81	30	-81.4	U	84.4	166	204	2016			MJX1610308	"FL Fish & Wildlife/Russ Brodie, Matt Walker"	USA	FL									
ATL	SWATL	SWATL	FLA	StJohnsRiver	JacksonvilleFL	FL-SF-2016-82	30	-81.4	U	3.4	61	76	2016			MJX1610309	"FL Fish & Wildlife/Russ Brodie, Matt Walker"	USA	FL									
ATL	SWATL	SWATL	FLA	StJohnsRiver	JacksonvilleFL	FL-SF-2016-83	30	-81.4	U	106.6	185	224	2016			MJX1610310	"FL Fish & Wildlife/Russ Brodie, Matt Walker"	USA	FL									
ATL	SWATL	SWATL	FLA	StJohnsRiver	JacksonvilleFL	FL-SF-2016-84	30	-81.4	U	6.1	68	85	2016			MJX1610311	"FL Fish & Wildlife/Russ Brodie, Matt Walker"	USA	FL									
ATL	SWATL	SWATL	FLA	StJohnsRiver	JacksonvilleFL	FL-SF-2016-85	30	-81.4	U	100.8	177	215	2016			MJX1610312	"FL Fish & Wildlife/Russ Brodie, Matt Walker"	USA	FL									
ATL	SWATL	SWATL	FLA	StJohnsRiver	JacksonvilleFL	FL-SF-2016-86	30	-81.4	U	112.2	184	226	2016			MJX1610313	"FL Fish & Wildlife/Russ Brodie, Matt Walker"	USA	FL									
ATL	SWATL	SWATL	FLA	StJohnsRiver	JacksonvilleFL	FL-SF-2016-87	30	-81.4	U	82.06	185	202	2016			MJX1610314	"FL Fish & Wildlife/Russ Brodie, Matt Walker"	USA	FL									
ATL	SWATL	SWATL	FLA	StJohnsRiver	JacksonvilleFL	FL-SF-2016-88	30	-81.4	U	64.7	153	191	2016			MJX1610315	"FL Fish & Wildlife/Russ Brodie, Matt Walker"	USA	FL									
ATL	SWATL	SWATL	FLA	StJohnsRiver	JacksonvilleFL	FL-SF-2016-89	30	-81.4	U	5.7	69	87	2016			MJX1610316	"FL Fish & Wildlife/Russ Brodie, Matt Walker"	USA	FL									
ATL	SWATL	SWATL	FLA	StJohnsRiver	JacksonvilleFL	FL-SF-2016-90	30	-81.4	U	17.8	101	129	2016			MJX1610317	"FL Fish & Wildlife/Russ Brodie, Matt Walker"	USA	FL									
ATL	SWATL	SWATL	FLA	StJohnsRiver	JacksonvilleFL	FL-SF-2016-91	30	-81.4	U	111.9	179	223	2016			MJX1610318	"FL Fish & Wildlife/Russ Brodie, Matt Walker"	USA	FL									
ATL	SWATL	SWATL	FLA	StJohnsRiver	JacksonvilleFL	FL-SF-2016-92	30	-81.4	U	41.5	126	155	2016			MJX1610319	"FL Fish & Wildlife/Russ Brodie, Matt Walker"	USA	FL									
ATL	SWATL	SWATL	FLA	StJohnsRiver	JacksonvilleFL	FL-SF-2016-93	30	-81.4	U	9.7	78	96	2016			MJX1610320	"FL Fish & Wildlife/Russ Brodie, Matt Walker"	USA	FL									
ATL	SWATL	SWATL	FLA	StJohnsRiver	JacksonvilleFL	FL-SF-2016-94	30	-81.4	U	91.1	163	200	2016			MJX1610321	"FL Fish & Wildlife/Russ Brodie, Matt Walker"	USA	FL									
ATL	SWATL	SWATL	FLA	StJohnsRiver	JacksonvilleFL	FL-SF-2016-95	30	-81.4	U	92.3	166	210	2016			MJX1610322	"FL Fish & Wildlife/Russ Brodie, Matt Walker"	USA	FL									
ATL	SWATL	SWATL	FLA	StJohnsRiver	JacksonvilleFL	FL-SF-2016-96	30	-81.4	U	27.1	113	140	2016			MJX1610323	"FL Fish & Wildlife/Russ Brodie, Matt Walker"	USA	FL									
ATL	SWATL	SWATL	FLA	StJohnsRiver	JacksonvilleFL	FL-SF-2016-97	30	-81.4	U	5.1	66	82	2016			MJX1610324	"FL Fish & Wildlife/Russ Brodie, Matt Walker"	USA	FL									
ATL	SWATL	SWATL	FLA	StJohnsRiver	JacksonvilleFL	FL-SF-2016-98	30	-81.4	U	37.1	127	156	2016			MJX1610325	"FL Fish & Wildlife/Russ Brodie, Matt Walker"	USA	FL									
ATL	SWATL	SWATL	FLA	StJohnsRiver	JacksonvilleFL	FL-SF-2016-99	30	-81.4	U		121	145	2016			MJX1610326	"FL Fish & Wildlife/Russ Brodie, Matt Walker"	USA	FL									
GULF	EGULF	CGULF	AL	EastMississippiSound	BayouLaBatre(1B)	AL-SF-2016-55	30.362	-88.241	F	0.65	310	376	2016	7	16	541	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	EastMississippiSound	BayouLaBatre(1B)	AL-SF-2016-63	30.362	-88.241	F	0.9	344	410	2016	7	16	662	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	EastMississippiSound	BayouLaBatre(1B)	AL-SF-2016-82	30.362	-88.241	F	1.35	375	458	2016	7	17	1017	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	EastMississippiSound	InshoreFowlRiver(BellingrathGardens)(NAclosestto1B)	AL-SF-2016-11	30.345	-88.205	F	1.1	364	437	2016	8	13	CRPL6	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	EastMississippiSound	InshoreFowlRiver(BellingrathGardens)(NAclosestto1B)	AL-SF-2016-12	30.345	-88.205	F	0.45	295	363	2016	8	13	CRPL7	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	BillygoatHole(DIFerryDock)(1D)	AL-SF-2016-22	30.268	-88.149	F	1.2	375	446	2016	8	14	CRPL17	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	CedarPoint(1C)	AL-SF-2016-15	30.319	-88.157	U	0.85	337	405	2016	8	14	CRPL10	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	DauphinIslandAirportMarsh(1D)	AL-SF-2016-06	30.268	-88.149	U	0.45	273	330	2016	8	13	CRPL1	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	DauphinIslandAirportMarsh(1D)	AL-SF-2016-07	30.268	-88.149	F	1.3	376	460	2016	8	13	CRPL2	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	DauphinIslandAirportMarsh(1D)	AL-SF-2016-08	30.268	-88.149	U	0.25	264	321	2016	8	13	CRPL3	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	DauphinIslandAirportMarsh(1D)	AL-SF-2016-19	30.268	-88.149	F	0.95	345	416	2016	8	14	CRPL14	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	DauphinIslandAirportMarsh(1D)	AL-SF-2016-20	30.268	-88.149	U	0.95	356	425	2016	8	14	CRPL15	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	DauphinIslandAirportMarsh(1D)	AL-SF-2016-21	30.268	-88.149	F	0.5	291	351	2016	8	14	CRPL16	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	DauphinIslandlighthouse(2)	AL-SF-2016-34	30.22	-88.206	F	0.5	293	360	2016	7	15	85	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	DIbridge(1D)	AL-SF-2016-49	30.268	-88.149	F	1.25	380	460	2016	7	15	439	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	DIbridge(1D)	AL-SF-2016-50	30.268	-88.149	F	1	360	432	2016	7	15	443	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	DIbridge(1D)	AL-SF-2016-56	30.268	-88.149	F	1.2	388	464	2016	7	16	551	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	Dogriver(3C)	AL-SF-2016-52	30.575	-88.099	F	1.4	411	495	2016	7	15	462	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	EastendDI(3A)	AL-SF-2016-67	30.259	-88.076	F	0.75	312	379	2016	7	17	799	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	EastendDI(3A)	AL-SF-2016-77	30.259	-88.076	F	1.4	386	453	2016	7	16	982	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	EFowlRiver(3C)	AL-SF-2016-29	30.523	-88.089	U	0.95	363	431	2016	8	14	CRPL24	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	FortMorgan(1D)	AL-SF-2016-30	30.268	-88.149	U	1.35	398	470	2016	8	14	CRPL25	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	FortMorgan(4)	AL-SF-2016-14	30.198	-88.008	U	0.9	346	419	2016	8	13	CRPL9	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	FortMorganpeninsula(4)	AL-SF-2016-31	30.198	-88.008	F	1	360	431	2016	7	15	23	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	FortMorganpeninsula(4)	AL-SF-2016-32	30.198	-88.008	F	0.6	295	383	2016	7	15	25	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	FowlRiver(3B)	AL-SF-2016-66	30.523	-88.089	F	0.55	290	355	2016	7	17	765	Drymon/Pearce	USA	AL									
GULF	EGULF	CGULF	AL	MobileBay	Ftmorgan(4)	AL-SF-2016-71	30.198	-88.008	F	1.6	410	486	2016	7	16	888	Drymon/Pearce	USA	AL									
